@relation adult-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income {>50K,<=50K}

@data
0.273973,State-gov,0.094428,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.534247,Private,0.122644,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.027397,Private,0.055228,7th-8th,0.2,Never-married,Craft-repair,Own-child,White,Male,0,0.367769,0.316327,United-States,<=50K
0.191781,Private,0.050714,9th,0.266667,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0.397959,United-States,<=50K
0.493151,Local-gov,0.146995,HS-grad,0.533333,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,0.397959,United-States,>50K
0.219178,Private,0.122492,HS-grad,0.533333,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,0.346939,Puerto-Rico,<=50K
0.753425,Private,0.184591,1st-4th,0.066667,Divorced,Other-service,Not-in-family,Black,Male,0,0,0.397959,United-States,<=50K
0.506849,Private,0.021043,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.5,United-States,>50K
0.178082,Private,0.120723,Bachelors,0.8,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.465753,Private,0.199551,Doctorate,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.397959,United-States,>50K
0.178082,Private,0.141171,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.424242,0.5,United-States,>50K
0.178082,Private,0.250852,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.205479,Private,0.138599,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,0.153061,United-States,<=50K
0.178082,Private,0.136807,Some-college,0.6,Never-married,Sales,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.246575,Private,0.067906,Masters,0.866667,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.315068,Private,0.133109,Some-college,0.6,Divorced,Adm-clerical,Own-child,White,Female,0,0,0.438776,United-States,>50K
0.287671,State-gov,0.231145,Bachelors,0.8,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.027397,Private,0.079689,10th,0.333333,Never-married,Other-service,Other-relative,White,Female,0,0,0.295918,United-States,<=50K
0.205479,Private,0.161139,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.438776,United-States,<=50K
0.438356,Private,0.113055,Masters,0.866667,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.808219,Private,0.109518,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.091837,United-States,<=50K
0.589041,Private,0.10553,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.346939,United-States,<=50K
0.589041,Private,0.047061,9th,0.266667,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.520548,Private,0.100771,Doctorate,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.806122,United-States,>50K
0.328767,Private,0.102577,Bachelors,0.8,Divorced,Tech-support,Not-in-family,White,Female,0,0,0.295918,United-States,<=50K
0.09589,Private,0.095016,HS-grad,0.533333,Never-married,Craft-repair,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.493151,Private,0.063766,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,0.072981,0,0.602041,United-States,>50K
0.712329,State-gov,0.099772,Some-college,0.6,Widowed,Adm-clerical,Not-in-family,White,Female,0,0.18595,0.377551,United-States,<=50K
0.739726,Private,0.161624,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.03432,0,0.295918,United-States,<=50K
0.328767,Private,0.044909,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.205479,Private,0.080883,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.383562,Private,0.105027,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.575342,Private,0.249978,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.191781,Private,0.045439,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Female,0,0,0.346939,United-States,<=50K
0.315068,Private,0.224039,HS-grad,0.533333,Separated,Adm-clerical,Unmarried,White,Female,0,0,0.367347,United-States,<=50K
0.369863,Private,0.115681,Assoc-voc,0.666667,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,>50K
0.630137,Private,0.222211,Some-college,0.6,Divorced,Sales,Not-in-family,White,Female,0,0,0.602041,United-States,<=50K
0.191781,Local-gov,0.250518,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0.150242,0,0.561224,United-States,>50K
0.465753,Private,0.195957,Bachelors,0.8,Never-married,Adm-clerical,Unmarried,White,Male,0,0,0.193878,United-States,<=50K
0.465753,Private,0.155325,11th,0.4,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Philippines,<=50K
0.082192,Private,0.093003,HS-grad,0.533333,Never-married,Sales,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.438356,Private,0.105901,7th-8th,0.2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.479592,United-States,<=50K
0.534247,Private,0.186225,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.02885,0,0.44898,United-States,<=50K
0.30137,Private,0.199204,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.30137,Self-emp-not-inc,0.066205,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.150242,0,0.5,United-States,>50K
0.178082,Self-emp-not-inc,0.11988,HS-grad,0.533333,Divorced,Other-service,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.356164,Self-emp-not-inc,0.154769,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,Germany,<=50K
0.191781,Private,0.303704,Some-college,0.6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.369863,Local-gov,0.102023,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.346939,United-States,<=50K
0.356164,Self-emp-not-inc,0.090433,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.295918,United-States,>50K
0.273973,Federal-gov,0.079657,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.72449,United-States,>50K
0.328767,Private,0.010295,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.459184,United-States,>50K
0.356164,Private,0.124267,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,>50K
0.410959,State-gov,0.029195,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.287671,Self-emp-not-inc,0.103395,Prof-school,0.933333,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.648301,0.44898,United-States,>50K
0.39726,Private,0.010538,Assoc-voc,0.666667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.027397,State-gov,0.103913,Some-college,0.6,Never-married,Other-service,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.027397,Private,0.178191,5th-6th,0.133333,Never-married,Other-service,Not-in-family,White,Male,0,0,0.5,Guatemala,<=50K
0.09589,Private,0.207067,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.44898,United-States,>50K
0.30137,Self-emp-inc,0.10252,Some-college,0.6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.653061,United-States,<=50K
0.273973,Private,0.10739,Assoc-voc,0.666667,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,0.295918,United-States,<=50K
0.150685,Private,0.029655,Bachelors,0.8,Never-married,Prof-specialty,Own-child,Black,Female,0,0,0.397959,Germany,<=50K
0.315068,Private,0.043697,HS-grad,0.533333,Divorced,Craft-repair,Unmarried,White,Male,0,0,0.397959,United-States,<=50K
0.136986,Private,0.240272,Assoc-acdm,0.733333,Never-married,Sales,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.068493,Private,0.228931,HS-grad,0.533333,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0.397959,United-States,<=50K
0.054795,Private,0.186454,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0.112245,United-States,<=50K
0.205479,Private,0.24516,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0.397959,United-States,<=50K
0.041096,Private,0.101665,HS-grad,0.533333,Separated,Machine-op-inspct,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.383562,Private,0.361063,Masters,0.866667,Divorced,Transport-moving,Not-in-family,White,Male,0.143441,0,0.479592,United-States,>50K
0.39726,Local-gov,0.065745,Prof-school,0.933333,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.397959,United-States,>50K
0.39726,Private,0.066466,Assoc-voc,0.666667,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0.44898,United-States,<=50K
0.123288,Private,0.014823,Some-college,0.6,Never-married,Protective-serv,Not-in-family,White,Male,0,0,0.438776,United-States,<=50K
0.410959,Self-emp-not-inc,0.07214,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,0.602041,United-States,<=50K
0.068493,Private,0.071653,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.091837,United-States,<=50K
0.232877,Self-emp-not-inc,0.231996,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.438356,Private,0.127807,1st-4th,0.066667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,Portugal,<=50K
0.041096,Private,0.167229,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0.244898,United-States,<=50K
0.150685,Private,0.120945,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.44898,United-States,<=50K
0.178082,Private,0.110308,11th,0.4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,0.397959,United-States,<=50K
0.082192,Private,0.113506,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.041096,Private,0.215458,9th,0.266667,Never-married,Priv-house-serv,Own-child,White,Male,0,0,0.397959,Mexico,<=50K
0.191781,Private,0.177621,Some-college,0.6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.55102,Mexico,<=50K
0.39726,Private,0.165875,1st-4th,0.066667,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0.397959,Puerto-Rico,<=50K
0.342466,Private,0.124771,HS-grad,0.533333,Separated,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.589041,Self-emp-not-inc,0.183626,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.178082,Private,0.040984,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.136986,Private,0.025815,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.479592,United-States,<=50K
0.041096,Private,0.129688,9th,0.266667,Never-married,Sales,Own-child,White,Female,0,0,0.316327,United-States,<=50K
0.534247,Self-emp-not-inc,0.108891,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.076881,0,0.397959,United-States,>50K
0.328767,Private,0.12896,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.60274,Private,0.111758,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.410959,Private,0.111283,HS-grad,0.533333,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,0.397959,United-States,>50K
0.589041,Private,0.01879,9th,0.266667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.02228,0,0.367347,United-States,<=50K
0.219178,Private,0.190285,9th,0.266667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.5,United-States,<=50K
0.315068,Private,0.101194,Some-college,0.6,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.244898,United-States,<=50K
0.424658,Private,0.232974,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,Canada,>50K
0.534247,Private,0.115575,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,United-States,>50K
0.452055,Private,0.038753,Assoc-voc,0.666667,Married-civ-spouse,Transport-moving,Husband,White,Male,0.03103,0,0.55102,United-States,>50K
0.547945,Self-emp-not-inc,0.06097,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.041096,Private,0.104263,Some-college,0.6,Never-married,Adm-clerical,Own-child,Other,Female,0,0,0.397959,United-States,<=50K
0.39726,Private,0.207803,Assoc-voc,0.666667,Divorced,Tech-support,Other-relative,White,Female,0,0,0.357143,United-States,<=50K
0.054795,Private,0.071529,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.273973,Private,0.1076,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.342466,Private,0.272349,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.041096,Private,0.121006,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Female,0,0,0.295918,United-States,<=50K
0.506849,Private,0.051611,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.453857,0.5,United-States,>50K
0.205479,Local-gov,0.139234,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Wife,White,Female,0.04064,0,0.214286,United-States,<=50K
0.616438,Private,0.057691,Some-college,0.6,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,<=50K
0.452055,Private,0.075484,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.438356,Federal-gov,0.277093,Some-college,0.6,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0.397959,United-States,<=50K
0.424658,Private,0.330096,Assoc-acdm,0.733333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.5,United-States,<=50K
0.09589,Private,0.160449,Some-college,0.6,Never-married,Sales,Other-relative,Black,Female,0,0,0.397959,United-States,<=50K
0.39726,Private,0.084941,Masters,0.866667,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Philippines,>50K
0.342466,Private,0.177005,HS-grad,0.533333,Divorced,Other-service,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.479452,Self-emp-inc,0.131599,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.561644,Local-gov,0.054235,Assoc-acdm,0.733333,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,0.397959,United-States,<=50K
0.273973,Private,0.102494,Some-college,0.6,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0.397959,United-States,<=50K
0.232877,Private,0.124676,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.123288,Private,0.070246,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.470845,0.397959,United-States,<=50K
0.013699,Private,0.073175,Some-college,0.6,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0.193878,United-States,<=50K
0.219178,Private,0.142267,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,0.397959,United-States,<=50K
0.328767,Private,0.224039,Some-college,0.6,Divorced,Sales,Not-in-family,White,Female,0,0,0.142857,United-States,<=50K
0.054795,Private,0.111429,Assoc-acdm,0.733333,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.193878,United-States,<=50K
0.082192,Private,0.082146,Assoc-voc,0.666667,Never-married,Tech-support,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.123288,Federal-gov,0.106502,Some-college,0.6,Never-married,Tech-support,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.219178,Private,0.099942,Bachelors,0.8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0.397959,United-States,<=50K
0.09589,Private,0.110142,Some-college,0.6,Never-married,Exec-managerial,Own-child,White,Female,0,0,0.44898,United-States,<=50K
0.356164,Private,0.237021,10th,0.333333,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0.418367,China,<=50K
0.479452,State-gov,0.295632,HS-grad,0.533333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,England,<=50K
0.136986,Private,0.201512,Some-college,0.6,Divorced,Prof-specialty,Own-child,Black,Female,0,0,0.397959,United-States,<=50K
0.60274,Private,0.160391,7th-8th,0.2,Divorced,Other-service,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.246575,Private,0.101096,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.246575,Private,0.135953,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Self-emp-inc,0.107704,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.55102,United-States,>50K
0.356164,Local-gov,0.150487,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.465753,Private,0.102394,HS-grad,0.533333,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.397959,United-States,>50K
0.246575,Private,0.228471,Bachelors,0.8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.410959,Federal-gov,0.015322,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.44898,Germany,>50K
0.068493,Private,0.132147,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.438356,Self-emp-inc,0.228838,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.041096,Private,0.080517,HS-grad,0.533333,Never-married,Craft-repair,Own-child,White,Male,0,0,0.193878,United-States,<=50K
0.027397,Private,0.273746,10th,0.333333,Divorced,Other-service,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.136986,Private,0.081435,HS-grad,0.533333,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.342466,Private,0.129162,Assoc-acdm,0.733333,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0.44898,United-States,<=50K
0.136986,Private,0.144073,Some-college,0.6,Divorced,Prof-specialty,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.082192,Self-emp-not-inc,0.152483,Some-college,0.6,Never-married,Farming-fishing,Own-child,White,Male,0,0,0.346939,United-States,<=50K
0.041096,Private,0.064773,Some-college,0.6,Never-married,Tech-support,Not-in-family,White,Female,0,0,0.091837,United-States,<=50K
0.410959,Private,0.061454,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.5,United-States,<=50K
0,Private,0.142023,12th,0.466667,Never-married,Other-service,Own-child,Black,Male,0,0,0.173469,United-States,<=50K
0.808219,Private,0.135348,10th,0.333333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
0.30137,Private,0.027411,Some-college,0.6,Divorced,Sales,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.109589,Private,0.179314,9th,0.266667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,Mexico,<=50K
0.191781,Private,0.08308,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,0.428571,United-States,<=50K
0.369863,Private,0.138,HS-grad,0.533333,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,0.193878,Haiti,<=50K
0.493151,Private,0.172671,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.232877,Private,0.17218,Some-college,0.6,Separated,Craft-repair,Not-in-family,White,Male,0,0,0.44898,United-States,<=50K
0.383562,Self-emp-not-inc,0.037646,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.232877,Private,0.113192,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.44898,United-States,<=50K
0.246575,Private,0.155418,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.260274,Private,0.111557,Some-college,0.6,Never-married,Other-service,Not-in-family,White,Male,0,0,0.479592,United-States,<=50K
0.383562,Private,0.106556,Some-college,0.6,Widowed,Other-service,Unmarried,White,Female,0,0,0.44898,United-States,<=50K
0.273973,Self-emp-not-inc,0.183491,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.493151,Private,0.098331,Assoc-acdm,0.733333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.246575,Private,0.059135,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.150242,0,0.5,United-States,>50K
0.287671,Self-emp-not-inc,0.273499,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.704082,United-States,<=50K
0.657534,Self-emp-inc,0.221425,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.438356,Self-emp-not-inc,0.032142,10th,0.333333,Divorced,Farming-fishing,Unmarried,White,Male,0,0,0.704082,United-States,<=50K
0.09589,Private,0.14136,HS-grad,0.533333,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.506849,Private,0.070379,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0,Private,0.010015,10th,0.333333,Never-married,Sales,Own-child,White,Female,0,0,0.112245,United-States,<=50K
0.027397,Private,0.107602,12th,0.466667,Never-married,Other-service,Own-child,White,Male,0,0,0.153061,United-States,<=50K
0.589041,Private,0.116052,HS-grad,0.533333,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.39726,Private,0.122299,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.346939,United-States,>50K
0.835616,Private,0.104188,Masters,0.866667,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0.142857,United-States,<=50K
0.123288,Private,0.078964,Some-college,0.6,Never-married,Exec-managerial,Own-child,Black,Female,0,0,0.397959,United-States,<=50K
0.561644,Private,0.133887,1st-4th,0.066667,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.377551,Cuba,<=50K
0.273973,Self-emp-not-inc,0.074181,HS-grad,0.533333,Divorced,Exec-managerial,Unmarried,White,Male,0,0,0.55102,United-States,<=50K
0.328767,Private,0.055356,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.377551,United-States,>50K
0.178082,Private,0.082393,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.027397,Private,0.257429,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.295918,United-States,<=50K
0.424658,Private,0.057099,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,Greece,>50K
0.068493,Private,0.130132,Some-college,0.6,Never-married,Transport-moving,Not-in-family,White,Female,0,0,0.234694,United-States,<=50K
0.452055,Private,0.124902,Masters,0.866667,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,0.602041,United-States,<=50K
0.109589,Private,0.124767,1st-4th,0.066667,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,0.397959,Guatemala,<=50K
0.013699,Private,0.026211,10th,0.333333,Never-married,Other-service,Own-child,White,Male,0,0,0.05102,United-States,<=50K
0.054795,Private,0.118556,HS-grad,0.533333,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.410959,Private,0.128253,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.5,United-States,<=50K
0.219178,Private,0.067041,HS-grad,0.533333,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,0,0.357143,United-States,<=50K
0.30137,Private,0.121012,HS-grad,0.533333,Divorced,Craft-repair,Own-child,White,Male,0.02174,0,0.397959,United-States,<=50K
0.684932,Self-emp-not-inc,0.109785,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.071429,United-States,>50K
0.027397,Private,0.10517,Some-college,0.6,Never-married,Other-service,Own-child,White,Male,0,0.367769,0.234694,United-States,<=50K
0.013699,Private,0.06652,10th,0.333333,Never-married,Other-service,Own-child,White,Male,0,0,0.102041,United-States,<=50K
0.260274,Private,0.187021,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,Black,Male,0,0,0.397959,United-States,<=50K
0.082192,Private,0.144435,Some-college,0.6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0.244898,United-States,<=50K
0.109589,Private,0.2598,Some-college,0.6,Separated,Prof-specialty,Unmarried,White,Female,0,0,0.193878,United-States,<=50K
0.315068,Private,0.017205,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
