@relation cmc-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute wife-age numeric
@attribute wife-education {1,2,3,4}
@attribute husband-education {1,2,3,4}
@attribute number-of-children numeric
@attribute wife-religion {0,1}
@attribute wife-working {0,1}
@attribute husband-occupation {1,2,3,4}
@attribute living-index {1,2,3,4}
@attribute media-exposure {0,1}
@attribute contraceptive-method {1,2,3}

@data
0.333333,4,4,0.1875,1,1,1,4,0,2
0.333333,3,3,0.0625,1,0,3,4,0,2
0.30303,4,4,0.0625,1,0,1,3,0,2
0.606061,3,4,0.4375,1,1,2,2,0,2
0.575758,4,4,0.25,0,1,3,3,0,2
0.666667,4,4,0.375,1,1,3,3,0,2
0.848485,4,4,0.4375,1,1,2,4,0,2
0.272727,4,4,0.0625,1,1,1,4,0,2
0.272727,4,4,0.125,0,1,1,3,0,2
0.757576,4,4,0.25,1,1,1,4,0,2
0.757576,3,4,0.3125,1,1,1,3,0,2
0.242424,4,4,0.0625,1,0,1,4,0,2
0.515152,4,4,0.1875,1,1,3,3,0,2
0.393939,4,4,0.1875,1,0,3,3,0,2
0.939394,4,4,0.25,1,0,1,4,0,2
0.363636,4,4,0.25,1,1,1,3,0,2
0.151515,2,2,0.0625,1,1,3,2,0,2
0.484848,3,3,0.375,1,0,3,3,0,2
0.424242,3,4,0.125,1,1,1,4,0,2
0.636364,4,4,0.3125,1,1,3,4,0,2
0.393939,4,3,0.25,1,0,3,2,0,2
0.666667,4,4,0.1875,1,0,1,4,0,2
1,3,3,0.6875,1,1,1,4,0,2
0.757576,3,3,0.3125,1,1,1,4,0,2
0.818182,3,4,0.3125,1,1,3,2,1,2
0.939394,1,1,0.625,1,1,3,3,0,2
0.181818,4,4,0.0625,1,1,1,3,0,2
0.333333,4,4,0.0625,0,0,1,4,0,2
0.545455,3,4,0.125,0,1,2,3,0,2
0.787879,3,3,0.25,1,1,2,4,0,2
0.69697,4,4,0.1875,0,0,1,4,0,2
0.606061,4,4,0.1875,0,1,2,4,0,2
0.151515,4,4,0.0625,1,1,2,1,0,2
0.606061,3,4,0.25,0,0,2,4,0,2
0.272727,2,3,0.0625,1,0,4,4,0,2
0.757576,4,4,0.25,0,0,2,4,0,2
0.484848,4,4,0.25,0,0,2,4,0,2
0.757576,4,4,0.25,0,0,2,4,0,2
0.818182,4,4,0.1875,0,1,1,4,0,2
0.575758,4,4,0.1875,1,1,2,3,0,2
0.242424,4,4,0.125,1,0,1,3,0,2
0.818182,4,4,0.375,1,1,1,4,0,2
0.969697,4,4,0.4375,0,1,1,4,0,2
0.363636,4,4,0.125,1,1,1,3,0,2
0.242424,4,4,0.0625,1,1,1,4,0,2
0.787879,4,4,0.1875,1,0,1,4,0,2
0.69697,4,4,0.1875,1,1,1,4,0,2
0.242424,4,4,0.0625,1,1,1,4,0,2
0.515152,4,3,0.3125,1,1,2,4,0,2
0.393939,4,4,0.125,1,1,3,4,0,2
0.848485,4,4,0.3125,1,1,1,4,0,2
0.030303,4,4,0.0625,1,1,2,4,0,2
0.575758,3,4,0.1875,1,1,2,2,0,2
0.484848,3,4,0.3125,1,1,1,2,0,2
0.333333,4,4,0.125,1,0,1,3,0,2
0.848485,4,4,0.25,1,1,1,4,0,2
0.787879,4,4,0.3125,1,1,1,4,0,2
0.727273,4,4,0.375,1,1,1,3,0,2
0.848485,4,4,0.1875,1,1,1,4,0,2
0.515152,4,4,0.3125,1,1,2,4,0,2
0.575758,2,4,0.1875,0,0,3,4,1,2
0.454545,4,2,0.125,0,1,1,3,0,2
0.636364,4,4,0.1875,0,1,3,4,0,2
0.878788,4,4,0.1875,0,1,2,4,0,2
0.30303,4,4,0.125,0,1,1,4,0,2
0.727273,3,4,0.125,0,1,3,4,0,2
0.424242,4,4,0.0625,0,1,2,4,0,2
0.606061,3,4,0.1875,0,0,3,4,0,2
0.515152,3,4,0.1875,0,1,2,4,0,2
0.757576,4,4,0.3125,0,1,2,4,0,2
0.878788,3,3,0.375,0,1,2,4,0,2
0.969697,4,4,0.375,0,1,2,4,0,2
0.575758,4,4,0.1875,0,0,3,4,0,2
0.636364,4,4,0.25,0,0,2,4,0,2
0.909091,4,4,0.1875,0,0,1,4,0,2
0.666667,4,4,0.25,0,1,3,4,0,2
0.424242,3,4,0.4375,1,1,2,4,0,2
0.787879,4,3,0.4375,1,0,1,4,0,2
0.575758,2,2,0.375,1,1,3,4,0,2
0.545455,4,4,0.375,1,1,3,4,0,2
0.636364,4,4,0.25,1,1,1,4,0,2
0.666667,4,4,0.375,1,1,1,4,0,2
0.424242,3,3,0.125,1,1,2,3,0,2
0.909091,4,4,0.25,1,1,1,4,0,2
0.454545,4,4,0.1875,0,1,2,4,0,2
0.757576,4,4,0.375,0,1,1,4,0,2
0.757576,4,4,0.4375,1,1,2,4,0,2
0.484848,4,4,0.125,0,0,2,4,0,2
0.848485,4,4,0.25,1,1,1,4,0,2
0.69697,4,4,0.25,0,1,1,4,0,2
0.69697,4,4,0.3125,1,1,1,4,0,2
0.878788,4,4,0.25,1,1,1,4,0,2
0.515152,4,4,0.1875,1,1,1,4,0,2
0.69697,4,4,0.1875,0,1,1,4,0,2
0.848485,4,4,0.1875,1,0,1,4,0,2
0.545455,3,3,0.375,1,1,3,4,0,2
0.515152,3,3,0.3125,1,1,3,4,0,2
0.545455,2,2,0.5,1,1,2,2,0,2
0.333333,3,2,0.3125,1,1,2,4,0,2
0.939394,1,1,0.5,1,1,3,4,1,2
0.272727,2,4,0.1875,1,1,1,4,1,2
0.242424,3,4,0.3125,1,1,1,2,1,2
0.757576,4,4,0.25,1,0,1,4,0,2
0.393939,3,3,0.25,1,1,3,4,0,3
0.333333,2,2,0.3125,1,1,3,1,0,3
0.727273,3,4,0.3125,1,1,1,2,0,3
0.424242,2,2,0.375,1,1,3,1,0,3
0.242424,4,4,0.0625,1,0,1,4,0,3
0.606061,4,4,0.125,1,0,1,4,0,3
0.030303,2,2,0.0625,1,1,3,2,0,3
0.363636,1,2,0.25,1,1,2,3,0,3
0.333333,2,4,0.0625,1,1,1,4,0,3
0.151515,3,3,0.0625,1,1,3,3,0,3
0.424242,2,2,0.25,1,1,2,4,0,3
0.969697,4,4,1,1,1,1,4,0,3
0.393939,2,4,0.1875,1,0,3,3,0,3
0.393939,4,4,0.125,1,1,3,4,0,3
0.121212,3,4,0.125,1,1,1,3,0,3
0.363636,4,4,0.0625,1,1,3,2,0,3
0.484848,2,3,0.3125,1,0,2,3,0,3
0.333333,3,3,0.0625,1,0,3,3,0,3
0.272727,2,3,0.0625,1,1,3,1,0,3
0.818182,4,4,0.1875,1,1,1,4,0,3
0.575758,4,4,0.125,1,1,2,4,0,3
0.424242,4,4,0.0625,1,1,1,4,0,3
0.393939,1,4,0.1875,1,1,4,4,1,3
0.515152,3,4,0.5,1,1,3,4,0,3
0.636364,3,4,0.3125,1,0,2,4,0,3
0.333333,2,4,0.1875,1,1,4,4,0,3
0.515152,2,4,0.1875,1,1,2,4,0,3
0.575758,2,3,0.375,1,0,3,3,0,3
0.121212,3,3,0.125,1,1,2,4,0,3
0.30303,2,4,0.1875,1,1,3,4,0,3
0.242424,3,3,0.125,1,1,3,3,0,3
0.878788,1,3,0.1875,1,1,3,2,0,3
0.545455,3,4,0.25,1,1,1,3,0,3
1,4,3,0.8125,1,1,1,4,0,3
0.515152,4,4,0.3125,1,1,1,4,0,3
0.515152,3,3,0.5,1,1,3,4,0,3
0.242424,3,4,0.1875,1,1,1,4,0,3
0.424242,2,2,0.25,1,1,2,1,0,3
0.333333,2,4,0.25,1,1,2,1,0,3
0.212121,4,3,0.0625,1,1,2,2,0,3
0.575758,4,4,0.25,1,1,1,4,0,3
0.575758,4,4,0.0625,0,1,1,4,0,3
0.727273,4,4,0.125,0,0,1,4,0,3
0.393939,3,3,0.0625,1,1,3,3,0,3
0.515152,3,3,0.1875,1,1,3,3,0,3
0.606061,4,4,0.375,0,1,1,2,1,3
0.606061,4,4,0.25,0,1,1,4,0,3
0.757576,4,4,0.0625,1,1,3,3,0,3
0.666667,3,4,0.1875,1,1,3,2,0,3
0.393939,2,4,0.1875,1,1,3,3,0,3
0.090909,4,4,0.0625,1,1,1,3,0,3
0.545455,2,3,0.125,1,1,2,3,0,3
0.30303,2,4,0.1875,1,1,3,4,0,3
0.181818,4,4,0.0625,1,1,2,3,0,3
0.787879,4,4,0.4375,1,1,2,4,0,3
0.333333,3,4,0.125,1,1,3,2,0,3
0.333333,4,4,0.125,1,1,1,4,0,3
0.69697,4,3,0.0625,1,0,2,2,0,3
0.151515,4,4,0.0625,1,1,3,1,0,3
0.606061,2,3,0.4375,1,1,3,3,0,3
0.393939,1,2,0.3125,1,0,1,2,0,3
0.393939,2,3,0.25,1,1,2,1,0,3
0.181818,3,2,0.125,1,1,2,1,0,3
0.121212,2,3,0.0625,1,1,2,1,0,3
0.515152,3,4,0.25,1,0,2,4,0,3
0.333333,3,3,0.1875,1,1,2,3,0,3
0.272727,4,4,0.1875,1,1,1,4,0,3
0.272727,4,3,0.125,1,1,3,3,0,3
0.484848,2,3,0.25,1,1,3,2,0,3
0.69697,3,4,0.125,1,1,1,3,0,3
0.454545,3,3,0.1875,1,1,2,1,1,3
0.30303,4,4,0.25,1,1,3,4,0,3
0.424242,3,3,0.4375,1,1,3,4,0,3
0.818182,3,3,0.3125,1,0,3,3,0,3
0.545455,2,4,0.25,1,1,3,3,0,3
0.818182,4,4,0.1875,1,1,1,4,0,3
0.484848,4,4,0.1875,0,1,1,4,0,3
0.757576,4,4,0.3125,1,1,1,4,0,3
0.484848,4,4,0.1875,0,1,1,4,0,3
0.909091,4,4,0.25,1,1,1,4,0,3
0.727273,3,4,0.1875,1,0,1,4,0,3
0.151515,4,4,0.0625,1,1,2,3,0,3
0.484848,4,4,0.1875,1,1,1,4,0,3
0.272727,4,4,0.0625,0,1,3,3,0,3
0.242424,4,4,0.0625,1,1,1,3,0,3
0.151515,2,3,0.0625,1,0,3,2,0,3
0.181818,4,4,0.0625,1,1,3,3,0,3
0.484848,4,4,0.25,1,1,1,3,0,3
0.424242,4,4,0.125,1,0,2,2,0,3
0.272727,1,2,0.125,1,1,2,1,0,3
0.454545,3,3,0.375,0,1,3,1,0,3
0.090909,2,4,0.0625,1,1,2,3,0,3
0.515152,2,2,0.4375,1,0,2,3,0,3
0.242424,2,2,0.125,1,1,3,4,0,3
0.090909,3,3,0.1875,1,1,2,3,0,3
0.333333,2,2,0.3125,1,1,3,3,0,3
0.484848,4,4,0.125,0,0,1,4,0,3
0.484848,4,4,0.125,1,0,1,3,0,3
0.393939,1,3,0.3125,1,1,3,3,0,3
0.212121,3,4,0.0625,1,1,2,3,0,3
0.545455,2,4,0.4375,1,1,2,3,0,3
0.333333,2,4,0.0625,1,1,3,3,0,3
0.636364,4,4,0.25,1,1,3,2,0,3
0.30303,3,4,0.25,1,1,2,3,0,3
0.454545,2,3,0.4375,1,1,3,3,0,3
0.848485,4,4,0.6875,1,1,1,4,0,3
0.575758,3,4,0.25,1,1,1,4,0,3
0.212121,4,4,0.125,1,1,3,4,0,3
0.242424,2,4,0.125,1,1,1,4,0,3
0.242424,4,4,0.125,1,1,1,4,0,3
0.69697,4,4,0.1875,1,1,2,4,0,3
0.515152,3,4,0.25,1,1,3,3,0,3
0.242424,2,3,0.125,1,1,2,1,0,3
0.575758,4,4,0.25,1,1,1,4,0,3
0.575758,4,4,0.375,1,1,1,4,0,3
0.545455,4,4,0.125,1,1,3,3,0,3
0.969697,3,4,0.1875,1,1,2,3,0,3
0.363636,4,4,0.0625,1,1,1,3,0,3
0.30303,4,4,0.0625,1,1,3,3,0,3
0.818182,3,3,0.5,1,1,1,3,0,3
0.363636,2,2,0.3125,1,0,2,4,0,3
0.181818,3,4,0.1875,1,1,2,3,0,3
0.30303,3,3,0.1875,1,1,3,3,0,3
0.424242,3,4,0.25,1,1,3,3,0,3
0.666667,4,4,0.3125,1,1,2,3,0,3
0.848485,4,4,0.5,1,1,2,4,0,3
0.272727,4,4,0.0625,0,1,1,4,0,3
0.545455,4,4,0.1875,1,1,1,4,0,3
0.30303,4,4,0.1875,1,1,3,4,0,3
0.121212,4,4,0.125,1,1,1,3,0,3
0.69697,4,4,0.125,0,1,1,3,0,3
0.333333,3,4,0.25,1,1,3,3,0,3
0.484848,4,4,0.125,1,0,3,4,0,3
0.969697,3,4,0.5,1,0,1,4,0,3
0.69697,4,3,0.25,1,1,3,4,0,3
0.636364,4,4,0.1875,1,0,1,4,0,3
0.515152,4,4,0.125,0,0,1,3,0,3
0.484848,4,4,0.1875,1,0,1,4,0,3
0.272727,4,4,0.125,1,1,1,3,0,3
0.636364,4,4,0.1875,1,1,2,4,0,3
0.727273,4,4,0.25,1,1,1,4,0,3
0.666667,4,4,0.375,1,1,2,4,0,3
0.606061,4,4,0.25,1,1,1,4,0,3
0.333333,3,3,0.1875,1,1,2,2,0,3
0.181818,1,3,0.125,1,1,3,1,0,3
0.181818,2,2,0.125,1,1,2,3,0,3
0.424242,3,4,0.1875,1,1,2,3,0,3
0.121212,2,2,0.125,1,1,3,2,1,3
0.545455,4,4,0.125,1,1,1,4,0,3
0.454545,3,4,0.3125,1,1,3,1,0,3
0.424242,3,3,0.1875,1,0,3,2,0,3
0.848485,3,4,0.3125,1,0,1,4,0,3
0.242424,3,3,0.1875,1,0,2,1,0,3
0.090909,4,4,0.125,1,1,1,4,0,3
0.363636,4,4,0.3125,1,1,2,4,0,3
0.333333,4,4,0.0625,0,0,1,3,0,3
0.393939,3,3,0.1875,1,1,2,1,0,3
0.636364,4,4,0.1875,1,1,2,4,0,3
0.484848,2,2,0.5,1,1,2,1,0,3
0.151515,2,2,0.0625,1,1,4,3,0,3
0.515152,2,3,0.4375,1,0,3,1,0,3
0.212121,2,3,0.125,1,1,3,1,0,3
0.606061,2,2,0.3125,1,1,3,4,0,3
0.515152,2,4,0.1875,1,1,3,4,0,3
0.575758,4,4,0.125,1,0,1,4,0,3
0.272727,2,3,0.25,1,1,3,3,0,3
0.393939,2,4,0.25,1,0,2,4,0,3
0.212121,3,3,0.0625,1,1,2,2,0,3
0.090909,3,3,0.0625,1,1,2,1,0,3
0.575758,1,2,0.375,1,1,2,2,1,3
0.272727,3,3,0.1875,1,1,3,2,0,3
0.727273,3,4,0.375,1,1,1,3,0,3
0.030303,3,4,0.0625,1,1,2,1,0,3
0.272727,2,4,0.1875,1,1,3,3,0,3
0.242424,3,3,0.0625,1,1,3,2,0,3
0.212121,4,4,0.0625,1,1,3,3,0,3
0.272727,2,4,0.1875,1,1,3,2,0,3
0.424242,1,3,0.25,1,1,3,4,0,3
0.454545,1,1,0.1875,1,1,4,2,1,3
0.30303,3,4,0.125,1,1,3,3,0,3
0.363636,3,4,0.125,1,1,2,3,0,3
0.424242,3,3,0.1875,1,1,3,1,0,3
0.393939,3,4,0.3125,1,1,1,2,0,3
0.242424,1,3,0.25,1,1,3,3,0,3
0.30303,3,4,0.125,1,1,1,3,0,3
0.272727,3,3,0.1875,1,1,3,3,0,3
0.575758,4,4,0.1875,1,1,1,4,0,3
0.181818,4,4,0.0625,1,0,2,4,0,3
0.090909,4,4,0.0625,1,1,2,4,0,3
0.393939,2,3,0.3125,1,1,2,4,0,3
0.151515,3,4,0.125,1,1,3,3,0,3
0.151515,3,3,0.0625,1,1,3,3,0,3
0.757576,1,4,0.5625,1,1,2,1,0,3
0.636364,2,4,0.1875,1,1,2,3,0,3
0.333333,4,4,0.1875,1,1,3,4,1,3
0.30303,2,3,0.125,1,1,2,3,0,3
0.636364,4,4,0.375,1,0,3,4,0,3
0.272727,3,3,0.1875,1,1,2,1,0,3
0.484848,4,3,0.1875,1,1,2,4,0,3
0.545455,1,4,0.25,1,1,3,4,1,3
0.212121,4,4,0.125,1,0,2,4,0,3
0.363636,3,4,0.125,1,1,3,4,0,3
0.242424,3,4,0.0625,1,1,3,4,0,3
0.484848,2,3,0.25,1,0,2,2,0,3
0.181818,1,2,0.1875,1,1,3,1,1,3
0.272727,3,3,0.0625,1,1,2,1,0,3
0.272727,2,3,0.125,1,1,2,4,0,3
0.666667,2,3,0.1875,1,1,2,4,0,3
0.515152,2,2,0.125,1,1,3,4,0,3
0.757576,4,4,0.5,1,1,1,4,0,3
0.393939,3,3,0.25,1,1,3,4,0,3
0.181818,3,4,0.0625,1,0,1,4,0,3
0.393939,3,3,0.375,1,1,3,3,0,3
0.30303,3,4,0.1875,1,1,3,3,0,3
0.363636,2,3,0.1875,1,1,3,4,0,3
0.333333,4,4,0.0625,0,1,3,4,0,3
0.393939,2,4,0.125,1,1,3,2,0,3
0.242424,3,4,0.125,1,1,3,3,0,3
0.393939,3,4,0.1875,1,1,3,2,0,3
0.666667,3,4,0.4375,1,1,3,2,0,3
0.212121,3,2,0.125,1,0,3,2,0,3
0.121212,4,3,0.0625,1,1,3,4,0,3
0.484848,1,4,0.25,1,1,3,2,0,3
0.272727,2,3,0.125,1,1,3,1,0,3
0.30303,1,2,0.1875,1,0,3,2,0,3
0.212121,1,2,0.1875,1,1,3,2,1,3
0.212121,4,4,0.1875,1,1,3,3,0,3
0.363636,3,4,0.3125,1,1,2,4,0,3
0.181818,4,4,0.1875,1,1,3,2,0,3
0.363636,2,4,0.25,1,1,3,4,0,3
0.30303,3,3,0.1875,1,1,3,3,0,3
0.30303,2,3,0.125,1,1,3,3,0,3
0.242424,4,3,0.1875,1,1,3,3,0,3
0.393939,4,4,0.1875,1,0,1,4,0,3
0.393939,3,4,0.25,1,0,1,3,0,3
0.787879,4,4,0.3125,1,1,1,4,0,3
0.333333,4,4,0.125,1,1,3,4,0,3
0.575758,3,4,0.3125,1,1,1,4,0,3
0.151515,3,4,0.0625,1,1,3,2,0,3
0.151515,1,3,0.0625,1,1,3,3,1,3
0.181818,3,4,0.0625,1,1,3,3,0,3
0.363636,3,3,0.25,1,1,3,3,0,3
0.181818,3,4,0.0625,0,0,1,4,0,3
0.212121,3,2,0.0625,1,1,3,3,0,3
0.363636,3,3,0.125,0,1,2,3,0,3
0.424242,4,4,0.1875,0,0,2,4,0,3
0.272727,3,4,0.1875,1,0,3,4,0,3
0.515152,4,4,0.25,1,1,2,3,0,3
0.515152,3,4,0.375,1,1,3,2,0,3
0.424242,4,4,0.125,0,0,3,3,0,3
0.181818,2,4,0.0625,1,1,3,3,0,3
0.666667,3,3,0.125,0,1,3,4,0,3
0.575758,4,3,0.125,0,1,3,4,0,3
0.545455,2,2,0.25,0,1,3,2,0,3
0.69697,4,4,0.125,0,1,3,4,0,3
0.939394,4,3,0.25,1,1,1,3,0,3
0.666667,4,4,0.125,1,0,1,4,0,3
0.818182,4,4,0.3125,1,1,1,4,0,3
0.151515,3,3,0.0625,1,1,2,2,0,3
0.424242,3,4,0.125,1,1,1,2,0,3
0.333333,3,4,0.125,1,1,1,3,0,3
0.181818,4,4,0.0625,0,1,3,1,0,3
0.272727,1,2,0.1875,1,1,2,3,0,3
0.181818,1,3,0.125,1,1,3,2,0,3
0.363636,4,4,0.25,1,1,2,3,0,3
0.272727,3,3,0.125,1,1,2,3,0,3
0.30303,4,4,0.125,1,0,3,3,0,3
0.454545,3,3,0.1875,1,1,3,1,1,3
0.484848,1,3,0.25,1,1,3,3,0,3
0.575758,2,4,0.375,1,1,3,4,0,3
0.242424,2,3,0.3125,1,1,3,3,0,3
0.363636,4,4,0.125,1,1,1,4,0,3
0.606061,4,4,0.1875,0,0,2,4,0,3
0.939394,4,4,0.3125,1,1,1,3,0,3
0.30303,4,4,0.125,1,0,1,4,0,3
0.181818,3,4,0.125,0,1,3,4,0,3
0.424242,4,4,0.125,1,1,4,3,0,3
0.757576,4,4,0.3125,1,1,1,4,0,3
0.090909,4,4,0.0625,1,1,3,2,0,3
0.878788,3,4,0.125,0,1,3,3,0,3
0.575758,1,2,0.3125,1,1,2,2,1,3
0.151515,2,2,0.0625,1,1,3,2,0,3
0.484848,1,2,0.375,0,1,2,3,0,3
0.484848,3,4,0.3125,0,1,3,4,0,3
0.909091,2,3,0.375,0,0,3,4,0,3
0.757576,1,2,0.375,1,1,3,3,0,3
0.606061,4,4,0.1875,0,1,3,4,0,3
0.636364,3,4,0.1875,0,1,3,4,0,3
0.636364,3,4,0.25,0,1,2,4,0,3
0.575758,4,4,0.1875,0,1,3,4,0,3
0.393939,2,3,0.25,1,1,3,2,0,3
0.363636,4,4,0.125,0,1,2,4,0,3
0.909091,4,4,0.25,0,1,1,4,0,3
0.545455,4,3,0.1875,0,1,2,4,0,3
0.818182,3,3,0.125,0,0,3,4,0,3
0.363636,4,4,0.1875,0,0,3,4,0,3
0.363636,3,3,0.1875,1,0,2,4,0,3
0.545455,4,4,0.375,1,1,2,2,0,3
0.333333,2,4,0.25,1,1,3,4,0,3
0.606061,1,3,0.375,1,1,3,2,0,3
0.030303,2,2,0,1,0,3,2,0,3
0.151515,3,3,0.0625,1,1,3,2,0,3
0.272727,2,2,0.0625,1,1,3,1,0,3
0.212121,2,3,0.125,1,0,3,2,0,3
0.272727,2,2,0.0625,1,1,3,3,0,3
0.575758,1,2,0.25,1,0,4,4,0,3
0.484848,3,4,0.25,1,1,3,2,0,3
0.636364,2,3,0.3125,1,1,4,2,0,3
0.454545,3,4,0.25,1,0,3,3,0,3
0.272727,3,4,0.1875,1,1,3,4,0,3
0.30303,3,4,0.25,1,1,2,4,0,3
0.69697,1,2,0.125,1,0,2,4,0,3
0.151515,3,3,0.125,1,1,2,3,0,3
0.575758,3,2,0.5625,1,0,3,4,0,3
0.121212,2,2,0.0625,1,1,3,2,0,3
0.727273,2,3,0.3125,1,1,3,3,0,3
0.757576,3,3,0.4375,0,1,2,4,0,3
0.606061,2,4,0.5,1,1,1,4,0,3
0.727273,2,4,0.1875,0,1,3,4,0,3
0.484848,4,4,0.1875,1,0,1,4,0,3
0.242424,3,4,0.25,1,1,2,3,0,3
0.121212,3,4,0.0625,0,1,2,4,0,3
0.484848,4,4,0.25,1,0,1,4,0,3
0.181818,2,2,0.1875,1,0,3,3,0,3
0.424242,3,3,0.25,1,0,2,2,0,3
0.454545,4,4,0.1875,1,0,1,4,0,3
0.575758,3,4,0.3125,1,1,1,4,0,3
0.666667,4,4,0.125,1,1,3,4,0,3
0.454545,4,4,0.0625,1,1,1,4,0,3
0.272727,4,4,0.125,1,1,2,4,0,3
0.424242,4,4,0.125,1,1,1,4,0,3
0.181818,1,2,0.125,1,1,3,4,0,3
0.454545,4,4,0.1875,1,1,1,4,0,3
0.393939,4,4,0.1875,1,1,3,4,0,3
0.393939,2,3,0.1875,1,0,3,2,0,3
0.666667,4,4,0.1875,0,0,3,3,1,3
0.181818,3,4,0.125,1,1,2,4,0,3
0.878788,4,4,0.1875,1,1,1,4,0,3
0.30303,3,4,0.1875,1,1,3,2,0,3
0.636364,4,4,0.1875,0,1,3,4,0,3
0.606061,4,4,0.1875,0,1,2,4,0,3
0.515152,4,4,0.125,1,1,2,4,0,3
0.484848,4,4,0.1875,1,0,1,4,0,3
0.575758,4,4,0.25,0,0,1,4,0,3
0.272727,4,4,0.0625,1,1,1,4,0,3
0.454545,4,4,0.1875,1,1,4,4,0,3
0.272727,2,3,0.3125,1,1,2,3,0,3
0.30303,3,2,0.3125,1,1,2,2,0,3
0.212121,2,3,0.1875,1,1,2,3,0,3
0.363636,3,4,0.1875,1,1,1,4,0,3
0.545455,3,4,0.1875,0,0,3,4,0,3
0.909091,3,4,0.5625,1,1,3,4,0,3
0.272727,4,4,0.0625,1,1,1,4,0,3
0.151515,2,1,0.1875,1,0,3,1,1,3
0.272727,2,3,0.25,1,0,3,2,0,3
0.363636,2,3,0.375,1,1,2,4,0,3
0.606061,2,4,0.6875,1,1,1,4,1,3
0.909091,1,2,0.5625,1,0,3,4,1,3
0.575758,2,2,0.375,1,0,3,1,1,1
0.757576,3,2,0.6875,1,1,2,3,0,1
0.333333,2,4,0.0625,1,0,1,1,0,1
0.272727,4,4,0,1,0,3,4,0,1
0.212121,2,2,0.125,1,1,3,3,0,1
0.969697,1,1,0.0625,1,0,3,3,1,1
0.212121,4,4,0,1,0,1,4,0,1
0.454545,3,4,0.125,1,1,3,3,0,1
1,4,4,0.0625,1,1,3,4,0,1
0.787879,2,3,0.125,1,1,1,4,0,1
0.30303,2,4,0.1875,1,1,3,4,0,1
0.151515,2,2,0.0625,1,1,3,2,0,1
0.393939,3,4,0.25,1,1,1,4,0,1
0.666667,1,2,0.75,1,1,2,3,0,1
0.272727,4,4,0.125,1,1,3,2,0,1
0.181818,4,4,0,1,1,3,2,0,1
0.121212,3,4,0,1,1,3,3,0,1
0.575758,4,4,0.0625,1,1,1,3,0,1
0.484848,2,3,0.0625,1,1,3,3,0,1
0.666667,2,4,0.1875,1,1,1,3,0,1
0.333333,1,2,0.25,1,1,1,4,1,1
0.757576,2,4,0.0625,1,1,2,3,0,1
0.363636,3,4,0,1,0,1,3,0,1
0.212121,4,4,0.0625,1,0,3,3,0,1
0.333333,4,4,0.0625,0,0,2,4,0,1
0.515152,4,4,0.125,0,1,1,4,0,1
0.69697,2,2,0.3125,1,0,3,2,1,1
0.757576,2,2,0.3125,0,1,2,2,0,1
0.727273,2,2,0.5,1,1,1,3,0,1
0.818182,3,4,0.625,1,1,3,3,0,1
0.575758,3,4,0.375,1,0,2,2,0,1
0.484848,3,4,0,1,1,3,4,0,1
1,2,3,0.25,1,1,2,3,0,1
0.939394,2,2,0.25,1,1,3,1,0,1
0.787879,4,4,0.0625,1,1,2,4,0,1
0.969697,4,4,0.25,0,1,1,4,0,1
0.787879,4,4,0.1875,1,1,1,4,0,1
0.636364,4,4,0.125,1,1,1,4,0,1
0.212121,3,3,0.0625,1,0,2,4,0,1
0.242424,3,4,0,1,0,2,3,0,1
0.818182,2,3,0.1875,0,1,2,3,0,1
0.242424,3,3,0.125,1,0,3,2,0,1
0.393939,2,4,0,1,0,3,4,0,1
0.878788,1,1,0,0,0,2,1,0,1
0.454545,4,4,0.1875,1,0,2,3,0,1
0.848485,1,4,0.5625,1,1,1,2,0,1
0.363636,2,3,0.0625,1,1,3,1,0,1
0.363636,3,4,0.0625,0,1,2,2,0,1
0.515152,1,2,0,1,0,3,3,0,1
0.818182,4,4,0.375,1,1,1,3,0,1
0.545455,3,4,0.25,1,1,1,3,0,1
0.606061,1,4,0.125,1,1,2,2,0,1
0.181818,4,4,0,1,0,2,4,0,1
0.575758,2,3,0.5,1,1,3,3,1,1
0.272727,4,4,0.0625,1,1,1,4,0,1
0.818182,1,2,0.5,1,1,2,2,1,1
0.909091,1,4,0.5,1,1,1,4,1,1
0.333333,3,4,0.125,1,1,1,3,0,1
0.424242,1,1,0.4375,1,1,2,3,0,1
0.272727,4,4,0.0625,1,1,3,4,0,1
0.787879,4,4,0.0625,1,0,1,4,0,1
0.424242,1,3,0.0625,1,1,3,4,0,1
0.333333,3,3,0.25,1,1,2,4,0,1
0.878788,2,3,0.6875,1,1,2,3,0,1
0.393939,3,4,0.125,1,1,1,3,0,1
0.606061,1,4,0.0625,1,1,3,3,0,1
1,1,2,0.5,1,1,3,1,1,1
0.939394,1,4,0.4375,1,1,2,3,0,1
0.424242,4,4,0.25,1,1,2,4,0,1
0.242424,2,3,0.125,1,1,3,1,0,1
0.969697,1,1,0.375,1,1,2,3,1,1
0.939394,1,2,0.125,1,1,2,3,1,1
0.242424,3,4,0.0625,1,0,3,3,0,1
0.969697,3,4,0.3125,1,1,2,3,0,1
0.666667,1,2,0.5,1,1,3,3,1,1
0.878788,3,4,0,1,1,1,3,0,1
0.818182,4,4,0.1875,0,1,2,4,0,1
0.515152,1,1,0.3125,1,1,3,1,1,1
0.636364,3,4,0.4375,1,1,3,4,0,1
0.606061,2,1,0.375,1,1,2,3,0,1
